"국가별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"코스타리카","- 연간 평균 총 소득[US$]","US$","24510","26186","27364","27020","27709","28524","31341","31117.83426","","",
"코스타리카","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","15.05943","14.86561","14.04413","12.7954","11.73601","11.59354","14.38935","11.63033","10.12247","9.17318",
"코스타리카","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.71429","3.5461","3.25","3.12751","3","3.25","3.58051","3.69231","3.28205","3.27291",
"코스타리카","- 과밀 주거 가구[%]","%","9.95912","9.72243","10.17284","9.19895","9.50535","9.16837","8.47209","8.55993","8.03955","",
"코스타리카","- 주거 비용 부담[%]","%","81.63224","81.52123","82.45952","83.00129","83.21196","83.4534","83.08231","83.34883","","",
"코스타리카","- 주거 비용 과부담[%]","%","18.9641","19.59908","20.22356","24.65826","25.5819","24.19941","33.54448","31.25122","24.74505","",
"코스타리카","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","4.58989","5.3983","5.2765","4.12302","3.71847","3.26982","2.92282","","","",
"코스타리카","- 출생 시 기대 수명[년]","년","79.7","79.9","80","80.2","80.3","80.5","80.6","80.8","80.9","",
"코스타리카","- 긍정적인 건강 인식[%]","%","","","","","70","","","","","",
"코스타리카","- 부정적인 건강 인식[%]","%","","","","","3.4","","","","","",
"코스타리카","- 자살, 알코올, 약물로 인한 사망[명]","명","9.96848","12.03444","11.4252","10.39243","13.121","13.58365","10.87598","","","",
"코스타리카","- 학생 독서 기술[점수]","점수","","427.48755","","","426.49823","","","","415.23","",
"코스타리카","- 낮은 독서 기술을 가진 학생[%]","%","","","","","33.54622","","","","38.07436","",
"코스타리카","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.65413","","","","1.72885","",
"코스타리카","- 학생 수학 기술[점수]","점수","","400.25337","","","402.33056","","","","384.58","",
"코스타리카","- 낮은 수학 기술을 가진 학생[%]","%","","","","","33.54622","","","","38.07436","",
"코스타리카","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.61812","","","","1.55466","",
"코스타리카","- 학생 과학 기술[점수]","점수","","419.60803","","","415.62246","","","","410.99","",
"코스타리카","- 낮은 과학 기술을 가진 학생[%]","%","","","","","33.54622","","","","38.07436","",
"코스타리카","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.58151","","","","1.66643","",
"코스타리카","- 사회적 지원[%]","%","89.77285","89.77285","89.77285","90.12157","90.12157","90.12157","85.51259","85.51259","88.80902","88.80902",
"코스타리카","- 사회적 지원 부족[%]","%","8.55187","12.05445","9.89322","7.77533","12.31524","9.36483","16.37404","12.32621","9.7953","",
"코스타리카","- 투표율[%]","%","68.38","","","","65.56","","","","60.65","",
"코스타리카","- 공기 오염에 노출[%]","%","99.93","99.93","99.93","99.93","99.93","99.93","99.93","","","",
"코스타리카","- 살인사건[명]","명","8.8","10.3","9.6","10.2","10.6","9.9","9.4","","","",
"코스타리카","- 밤에 안전하다고 느끼는 정도[%]","%","46.6805","46.6805","46.6805","46.99923","46.99923","46.99923","51.33369","51.33369","47.44456","47.44456",
"코스타리카","- 밤에 안전하지 않다고 느끼는 정도[%]","%","55.71713","50.55941","51.07001","50.68846","54.65641","51.26527","50.44987","44.65514","51.5804","",
"코스타리카","- 교통사고 사망[명]","명","13.86931","","","17.42298","16.20897","15.55949","11.1519","13.69349","15.17132","",
"코스타리카","- 부정적인 감정 균형[%]","%","12.0123","12.0123","12.0123","11.33739","11.33739","11.33739","16.24563","16.24563","11.67067","11.67067",
"오스트리아","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","41771","41336","41874","42252","42577","42837","41473","42781","43452","",
"오스트리아","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","4.1","4.2","4.5","4.2","4.3","4.2","4.2","4.4","","",
"오스트리아","- 중위 순자산[US$]","US$","128518","","","119022","","","","","","",
"오스트리아","- 자산 상위 10분위[%]","%","56.49596","","","55.59053","","","","","","",
"오스트리아","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","9.1","8.7","9.8","9.4","9.4","10","9.6","9.8","","",
"오스트리아","- 생계 유지를 위한 어려움[%]","%","14.9","13.4","12.8","11.5","11.3","10.7","9.4","10.1","11.9","13.6",
"오스트리아","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","18.62","","","24.88","","","","","","",
"오스트리아","- 고용률[%]","%","75.027","75.159","75.744","76.423","77.178","77.654","76.457","76.428","78.006","77.92",
"오스트리아","- 성별 임금 격차[%]","%","17.72888","17.04325","15.6709","15.38215","14.87669","14.01174","12.38154","12.15721","12.1437","",
"오스트리아","- 장기 실업률[%]","%","1.55297","1.70122","1.97316","1.86447","1.42211","1.14405","1.33455","1.97592","1.21408","",
"오스트리아","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","9.7838","8.98641","9.6967","8.79788","9.22028","8.93722","10.09","9.63549","8.97787","",
"오스트리아","- 노동 시장 불안정성[%]","%","1.95045","2.0555","2.29579","","","","","","","",
"오스트리아","- 직무 부담[%]","%","","28.5212","","","","","","","","",
"오스트리아","- 장시간의 유급 근무[%]","%","7.32","7.13","6.77","6.68","6.59","6.14","5.33","4.59","4.4","",
"오스트리아","- 연간 평균 총 소득[US$]","US$","62801","63231","63860","63856","64101","64623","64648","65402.3163","63801.6205","",
"오스트리아","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","15.88699","15.86111","15.43069","15.13706","14.92668","14.74464","14.67434","14.95696","14.36","",
"오스트리아","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.32704","3.31839","3.27105","3.21872","3.19695","3.17067","3.17066","3.17478","3.10077","",
"오스트리아","- 과밀 주거 가구[%]","%","12.68817","11.36682","11.38463","12.2611","10.856","12.37694","10.68521","10.74299","11.67319","",
"오스트리아","- 주거 비용 부담[%]","%","79.11379","78.9694","79.10371","78.98596","79.09846","79.03947","78.44443","78.58856","78.84403","",
"오스트리아","- 주거 비용 과부담[%]","%","11.52921","10.64634","12.51144","11.09168","11.70602","12.35027","9.8462","11.52691","12.41234","",
"오스트리아","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","3.7382","3.96976","3.9076","2.13207","3.96845","1.7517","2.93675","","","",
"오스트리아","- 가정 내 인터넷 접속 여부[%]","%","79.3764","80.9113","85.0929","88.3804","87.6856","89.3345","89.2893","91.009","","",
"오스트리아","- 시간 여유[시간]","시간","","","","","","","","","15.51968","",
"오스트리아","- 장기 무급 근무 시간[%]","%","","","","","","","","","10.82752","",
"오스트리아","- 성별 근무 시간 격차[분]","분","","","","","","","","","3.54421","",
"오스트리아","- 시간 사용에 대한 만족도[척도]","척도","","","","","7.29783","","","","7.41159","",
"오스트리아","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","11.49608","","","","9.99713","",
"오스트리아","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.62872","","","","2.45528","",
"오스트리아","- 출생 시 기대 수명[년]","년","81.6","81.3","81.8","81.7","81.8","82","81.3","81.3","81.1","",
"오스트리아","- 긍정적인 건강 인식[%]","%","69.5","69.8","70.2","70.3","71.7","71.2","74","72.2","70.1","",
"오스트리아","- 부정적인 건강 인식[%]","%","8.9","8.8","8.1","8","8.1","7.8","7.5","7.4","8.5","",
"오스트리아","- 자살, 알코올, 약물로 인한 사망[명]","명","22.84497","22.04176","20.61806","20.23105","19.75737","18.85546","18.37275","18.19808","","",
"오스트리아","- 자가보고 우울증[%]","%","5","","","","","5.6","","","","",
"오스트리아","- 학생 독서 기술[점수]","점수","","484.8656","","","484.39257","","","","480.41","",
"오스트리아","- 낮은 독서 기술을 가진 학생[%]","%","","","","","13.51205","","","","15.53229","",
"오스트리아","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.74949","","","","1.80536","",
"오스트리아","- 학생 수학 기술[점수]","점수","","496.74227","","","498.94231","","","","487.27","",
"오스트리아","- 낮은 수학 기술을 가진 학생[%]","%","","","","","13.51205","","","","15.53229","",
"오스트리아","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.65312","","","","1.67954","",
"오스트리아","- 학생 과학 기술[점수]","점수","","495.03749","","","489.78044","","","","491.27","",
"오스트리아","- 낮은 과학 기술을 가진 학생[%]","%","","","","","13.51205","","","","15.53229","",
"오스트리아","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.69872","","","","1.74806","",
"오스트리아","- 사회적 지원[%]","%","91.77831","91.77831","91.77831","92.74582","92.74582","92.74582","89.39036","89.39036","87.53574","87.53574",
"오스트리아","- 사회적 지원 부족[%]","%","10.05198","7.16641","7.36814","9.33214","8.77486","3.51855","7.50524","13.68942","","",
"오스트리아","- 사회적 상호작용에 소요된 시간[시간]","시간","","","","","","","","","7.12569","",
"오스트리아","- 개인 관계에 대한 만족도[척도]","척도","","","","","8.597","","","","8.57904","",
"오스트리아","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","2.25236","","","","2.31161","",
"오스트리아","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.60825","","","","1.59879","",
"오스트리아","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","18.09245","","",
"오스트리아","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","63.99989","","",
"오스트리아","- 투표율[%]","%","","","","80","","75.59","","","","",
"오스트리아","- 녹지 공간 접근성[%]","%","","","","","77.25253","","","","","",
"오스트리아","- 공기 오염에 노출[%]","%","99.98","99.98","99.98","99.98","99.98","99.96","99.96","","","",
"오스트리아","- 살인사건[명]","명",".4",".6",".5",".5",".6",".5",".4",".4","","",
"오스트리아","- 밤에 안전하다고 느끼는 정도[%]","%","81.13989","81.13989","81.13989","84.78992","84.78992","84.78992","81.85245","81.85245","84.21142","84.21142",
"오스트리아","- 밤에 안전하지 않다고 느끼는 정도[%]","%","18.13053","18.4499","19.7227","18.12189","15.85188","11.22356","13.83883","22.03248","","",
"오스트리아","- 교통사고 사망[명]","명","5.05419","5.57955","4.96525","4.7191","4.636","4.69591","3.86471","4.05254","4.12076","",
"오스트리아","- 삶의 만족도[척도]","척도","","","","","8.04195","","","8.01697","7.91598","7.7",
"오스트리아","- 삶의 만족도 점수 5 이하[%]","%","","","","","2.35333","","","3.1606","3.01474","",
"오스트리아","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","1.73956","","","1.78261","1.78052","",
"오스트리아","- 부정적인 감정 균형[%]","%","9.31907","9.31907","9.31907","10.0579","10.0579","10.0579","8.26208","8.26208","7.02308","7.02308",
"벨기에","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","38084","38164","38573","39067","39327","40129","40110","41289","40770","",
"벨기에","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","","","","","3.8","3.8","3.6","3.7","","",
"벨기에","- 중위 순자산[US$]","US$","312531","","","290904","","","","","","",
"벨기에","- 자산 상위 10분위[%]","%","42.49488","","","47.24543","","","","","","",
"벨기에","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","","","","","8.2","8.1","7.3","7.8","","",
"벨기에","- 생계 유지를 위한 어려움[%]","%","20.2","20.5","21.5","20.9","19.1","19.2","16.7","15.4","16.8","15.4",
"벨기에","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","25.24","","","37.76","","","","","","",
"벨기에","- 고용률[%]","%","70.501","70.282","70.933","71.89","72.977","73.604","73.468","74.057","75.41","75.456",
"벨기에","- 성별 임금 격차[%]","%","3.2989","4.672","3.7013","4.1903","3.40876","3.79819","1.17318","1.10678","1.10678","",
"벨기에","- 장기 실업률[%]","%","4.29349","4.43056","4.07129","3.48734","2.9221","2.35348","2.33554","2.66889","2.36903","",
"벨기에","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","12.47607","10.35414","9.5245","9.79047","9.42995","10.24121","9.25465","5.33839","6.94285","",
"벨기에","- 노동 시장 불안정성[%]","%","2.97471","2.84829","2.40609","","","","","","","",
"벨기에","- 직무 부담[%]","%","","25.77405","","","","","","","","",
"벨기에","- 장시간의 유급 근무[%]","%","4.73","4.31","4.34","4.86","4.56","4.47","4.27","4.42","3.92","",
"벨기에","- 연간 평균 총 소득[US$]","US$","65461","65017","65157","64700","65083","65700","63677","65520.82131","64847.62388","",
"벨기에","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","3.4","4.6","4.1","5.5","9.2","11.5","12","11.1","11.8","",
"벨기에","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","2.33243","2.35597","2.40976","2.45201","2.43939","2.56471","2.56684","2.57143","2.34391","",
"벨기에","- 과밀 주거 가구[%]","%","1.83799","1.17988","2.63992","3.50448","4.54625","4.4401","4.39726","4.17044","4.03722","",
"벨기에","- 주거 비용 부담[%]","%","79.86321","79.76057","79.90744","79.84853","79.77385","80.07015","80.40493","79.94916","79.16715","",
"벨기에","- 주거 비용 과부담[%]","%","19.81408","19.23595","18.99977","18.56975","17.33706","14.85582","14.53089","13.91855","15.46583","",
"벨기에","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","6.77692","6.92101","5.36603","3.58543","2.58965","1.52466","2.0877","","","",
"벨기에","- 가정 내 인터넷 접속 여부[%]","%","81.4769","79.2224","82.4122","84.2533","83.7276","87.5729","90.861","92.2999","","",
"벨기에","- 시간 사용에 대한 만족도[척도]","척도","","","","","7.01078","","","","7.18561","",
"벨기에","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","10.25445","","","","7.38533","",
"벨기에","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.435","","","","2.07261","",
"벨기에","- 출생 시 기대 수명[년]","년","81.4","81.1","81.5","81.6","81.7","82.1","80.8","81.9","81.8","",
"벨기에","- 긍정적인 건강 인식[%]","%","75","74.6","73.9","74.5","74.9","74","75.4","76.3","75.3","",
"벨기에","- 부정적인 건강 인식[%]","%","9.2","9.4","9.2","8.6","8.7","9.1","7.8","8","8","",
"벨기에","- 자살, 알코올, 약물로 인한 사망[명]","명","21.77608","21.37931","21.98198","20.26588","21.13366","","","","","",
"벨기에","- 자가보고 우울증[%]","%","","","","","","9","","","","",
"벨기에","- 학생 독서 기술[점수]","점수","","498.52419","","","492.86444","","","","478.85","",
"벨기에","- 낮은 독서 기술을 가진 학생[%]","%","","","","","12.48884","","","","15.22581","",
"벨기에","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.76967","","","","1.81313","",
"벨기에","- 학생 수학 기술[점수]","점수","","506.98436","","","508.07031","","","","489.49","",
"벨기에","- 낮은 수학 기술을 가진 학생[%]","%","","","","","12.48884","","","","15.22581","",
"벨기에","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.66883","","","","1.70696","",
"벨기에","- 학생 과학 기술[점수]","점수","","501.99971","","","498.77313","","","","490.58","",
"벨기에","- 낮은 과학 기술을 가진 학생[%]","%","","","","","12.48884","","","","15.22581","",
"벨기에","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.72011","","","","1.75572","",
"벨기에","- 사회적 지원[%]","%","91.92407","91.92407","91.92407","91.1895","91.1895","91.1895","90.92077","90.92077","90.93439","90.93439",
"벨기에","- 사회적 지원 부족[%]","%","5.64213","11.46347","7.07541","7.82285","6.95245","11.51946","9.58254","8.50891","7.64383","",
"벨기에","- 개인 관계에 대한 만족도[척도]","척도","","","","","7.94613","","","","7.95197","",
"벨기에","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","2.33837","","","","1.96183","",
"벨기에","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.58887","","","","1.53806","",
"벨기에","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","20.05946","","",
"벨기에","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","58.96637","","",
"벨기에","- 투표율[%]","%","89.37","","","","","88.38","","","","",
"벨기에","- 녹지 공간 접근성[%]","%","","","","","57.65281","","","","","",
"벨기에","- 공기 오염에 노출[%]","%","100","100","100","100","100","100","100","","","",
"벨기에","- 살인사건[명]","명","1","1.1","1.1","1","1","","","","","",
"벨기에","- 밤에 안전하다고 느끼는 정도[%]","%","71.70278","71.70278","71.70278","67.12106","67.12106","67.12106","65.51047","65.51047","74.93355","74.93355",
"벨기에","- 밤에 안전하지 않다고 느끼는 정도[%]","%","26.43395","28.8036","28.51912","27.99725","33.34667","34.9875","41.5076","25.77342","20.54032","",
"벨기에","- 교통사고 사망[명]","명","6.66318","6.781","5.92338","5.36482","5.2989","5.62174","4.33068","4.46569","4.64811","",
"벨기에","- 삶의 만족도[척도]","척도","","","","","7.60708","","","7.56381","7.59177","7.7",
"벨기에","- 삶의 만족도 점수 5 이하[%]","%","","","","","3.05483","","","3.03284","2.76452","",
"벨기에","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","1.68125","","","1.69282","1.63148","",
"벨기에","- 부정적인 감정 균형[%]","%","13.27175","13.27175","13.27175","14.45751","14.45751","14.45751","15.60337","15.60337","13.0934","13.0934",
"체코","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","26003","26761","27487","28646","29695","30663","30766","32045","31163","",
"체코","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","3.6","3.7","3.6","3.5","3.5","3.5","3.6","3.6","","",
"체코","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","5.9","6.4","5.6","5.6","6.1","5.6","5.3","6.4","","",
"체코","- 생계 유지를 위한 어려움[%]","%","30.7","26.6","23.2","22","16.2","13.1","12.1","11.4","12.3","13.4",
"체코","- 고용률[%]","%","76.711","77.72","79.505","81.165","82.506","82.835","82.472","82.701","84.156","84.788",
"체코","- 성별 임금 격차[%]","%","16.25456","16.45515","16.02343","15.61401","15.12741","14.71433","12.37286","11.51875","13.57571","13.17042",
"체코","- 장기 실업률[%]","%","2.75897","2.47888","1.74153","1.05827",".72498",".62371",".58271",".81271",".80069","",
"체코","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","8.41558","7.9521","7.27679","6.64073","5.79365","5.47008","6.00251","7.53405","8.74236","",
"체코","- 노동 시장 불안정성[%]","%","4.23494","3.12342","2.28651","","","","","","","",
"체코","- 직무 부담[%]","%","","25.37841","","","","","","","","",
"체코","- 장시간의 유급 근무[%]","%","5.99","6.04","5.72","5.65","5.62","5.6","4.51","2.5","4.11","",
"체코","- 연간 평균 총 소득[US$]","US$","29360","30224","31291","32891","34633","36071","35552","36269.70799","33475.51974","",
"체코","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","20.26","20.65","19.76","19.87","19.68","18.36","17.77","17.25","17.34","17.49",
"체코","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.52172","3.5727","3.46119","3.45371","3.34082","3.24699","3.20894","3.17935","3.15522","3.21342",
"체코","- 과밀 주거 가구[%]","%","15.20374","13.69627","13.56227","12.19584","12.23502","11.60843","11.14644","11.48849","10.85475","",
"체코","- 주거 비용 부담[%]","%","75.7038","75.84739","75.80512","76.17858","76.04893","76.58564","77.43195","77.78292","78.07779","",
"체코","- 주거 비용 과부담[%]","%","","","6.9689","5.13989","4.84587","5.1442","5.63439","5.2691","3.25858","",
"체코","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","3.05717","2.68796","2.77778","1.49453","1.509","1.62705",".97345","","","",
"체코","- 가정 내 인터넷 접속 여부[%]","%","75.9137","76.038","80.3188","82.8761","85.7682","86.9996","88.0204","89.3125","","",
"체코","- 시간 사용에 대한 만족도[척도]","척도","","","","","6.91049","","","","6.86499","",
"체코","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","14.08365","","","","12.7327","",
"체코","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.77356","","","","2.58465","",
"체코","- 출생 시 기대 수명[년]","년","78.9","78.7","79.1","79.1","79.1","79.3","78.3","77.2","79.1","",
"체코","- 긍정적인 건강 인식[%]","%","60.6","61.2","60.3","61.8","62","61.9","63.4","67.7","67.9","",
"체코","- 부정적인 건강 인식[%]","%","11.6","11.1","11.8","11.1","10.7","10.4","9.3","8.6","8.8","",
"체코","- 자살, 알코올, 약물로 인한 사망[명]","명","19.46011","18.43081","20.51905","21.22727","20.91592","19.15195","19.40486","20.30752","","",
"체코","- 자가보고 우울증[%]","%","3.2","","","","","4.2","","","","",
"체코","- 학생 독서 기술[점수]","점수","","487.25014","","","490.21881","","","","488.6","",
"체코","- 낮은 독서 기술을 가진 학생[%]","%","","","","","10.5155","","","","12.17616","",
"체코","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.70142","","","","1.711","",
"체코","- 학생 수학 기술[점수]","점수","","492.32544","","","499.46765","","","","487","",
"체코","- 낮은 수학 기술을 가진 학생[%]","%","","","","","10.5155","","","","12.17616","",
"체코","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.6394","","","","1.67","",
"체코","- 학생 과학 기술[점수]","점수","","492.83005","","","496.79131","","","","497.74","",
"체코","- 낮은 과학 기술을 가진 학생[%]","%","","","","","10.5155","","","","12.17616","",
"체코","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.66234","","","","1.70573","",
"체코","- 사회적 지원[%]","%","90.66236","90.66236","90.66236","91.50665","91.50665","","95.71403","95.71403","93.51483","93.51483",
"체코","- 사회적 지원 부족[%]","%","11.75958","8.78351","6.86147","9.81442","6.99012","","3.59156","4.89223","5.54404","",
"체코","- 개인 관계에 대한 만족도[척도]","척도","","","","","8.33724","","","","8.19172","",
"체코","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","2.82493","","","","2.67765","",
"체코","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.75792","","","","1.78042","",
"체코","- 투표율[%]","%","","","","60.84","66.57","","","65.39","","70.25",
"체코","- 녹지 공간 접근성[%]","%","","","","","86.247","","","","","",
"체코","- 공기 오염에 노출[%]","%","100","100","100","100","100","99.98","100","","","",
"체코","- 살인사건[명]","명",".7",".8",".5",".6",".5",".7",".6",".5","","",
"체코","- 밤에 안전하다고 느끼는 정도[%]","%","70.75873","70.75873","70.75873","74.88791","74.88791","","81.61406","81.61406","78.13183","78.13183",
"체코","- 밤에 안전하지 않다고 느끼는 정도[%]","%","33.86526","28.03008","22.56135","25.0772","23.63904","","19.10885","16.21938","18.61796","",
"체코","- 교통사고 사망[명]","명","6.54464","6.96509","5.78936","5.45429","6.20166","5.79354","4.83451","4.96179","5.01107","",
"체코","- 삶의 만족도[척도]","척도","","","","","7.3925","","","7.29607","7.41164","7.4",
"체코","- 삶의 만족도 점수 5 이하[%]","%","","","","","5.76157","","","5.749","4.72958","",
"체코","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","2.17048","","","2.08129","2.00746","",
"체코","- 부정적인 감정 균형[%]","%","12.81693","12.81693","12.81693","12.64441","12.64441","","11.83831","11.83831","10.84925","10.84925",
"덴마크","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","35018","36025","36930","37354","37814","38392","37939","38368","38353","",
"덴마크","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","3.6","3.7","3.7","3.8","3.8","3.8","","","","",
"덴마크","- 중위 순자산[US$]","US$","","30937","","","","42138","","","","",
"덴마크","- 자산 상위 10분위[%]","%","","63.97669","","","","62.10245","","","","",
"덴마크","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","5.5","5.5","5.8","6.1","6.4","6.5","","","","",
"덴마크","- 생계 유지를 위한 어려움[%]","%","11.8","10.4","10","9.4","9.3","9.4","8.5","8.1","10.3","13.2",
"덴마크","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","","30.757","","","","30.2","","","","",
"덴마크","- 고용률[%]","%","76.388","77.235","77.917","78.342","79.335","80.068","79.513","80.741","81.999","81.459",
"덴마크","- 성별 임금 격차[%]","%","6.32387","5.83605","5.73263","5.29669","4.86321","5.05922","4.9944","5.57608","5.83709","",
"덴마크","- 장기 실업률[%]","%","1.77023","1.68631","1.25137","1.23843",".9785",".82434",".96014",".99368",".46221","",
"덴마크","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","10.51943","9.22169","7.58634","10.45316","9.06131","8.86067","9.29381","8.4218","7.87841","",
"덴마크","- 노동 시장 불안정성[%]","%","4.35864","4.11434","4.47063","","","","","","","",
"덴마크","- 직무 부담[%]","%","","18.19128","","","","","","","","",
"덴마크","- 장시간의 유급 근무[%]","%","2.21","2.48","1.83","1.99","2.01","1.54","1.31","3.38","3","",
"덴마크","- 연간 평균 총 소득[US$]","US$","62723","63828","63894","64281","64765","65222","66203","66503.04779","64126.65162","",
"덴마크","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","8.41934","8.23666","8.23258","8.51945","8.72529","","","9.54","9.77233","",
"덴마크","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","2.55757","2.55571","2.56586","2.56347","2.5881","2.60014","2.57086","2.57763","2.57595","",
"덴마크","- 과밀 주거 가구[%]","%","7.42699","8.22072","7.76178","7.75214","8.78313","9.10733","8.48965","8.52118","8.41802","",
"덴마크","- 주거 비용 부담[%]","%","76.07322","76.28829","76.57063","76.53921","76.30539","76.67916","76.26439","75.85428","75.6327","",
"덴마크","- 주거 비용 과부담[%]","%","24.97786","22.3002","25.81726","25.11472","23.63108","25.28591","23.14375","24.64314","23.00378","",
"덴마크","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","3.00885","4.71986","2.24804","2.11775","1.91431","1.89649","3.75269","","","",
"덴마크","- 가정 내 인터넷 접속 여부[%]","%","85.4128","84.1968","91.6026","92.1007","90.2963","92.533","92.5007","92.4658","","",
"덴마크","- 시간 사용에 대한 만족도[척도]","척도","","","","","7.53442","","","","7.4572","",
"덴마크","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","10.85617","","","","10.23552","",
"덴마크","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.38628","","","","2.44996","",
"덴마크","- 출생 시 기대 수명[년]","년","80.7","80.8","80.9","81.1","81","81.5","81.6","81.5","81.3","",
"덴마크","- 긍정적인 건강 인식[%]","%","72.4","71.6","71.3","71.2","71.1","69.6","71.2","68.6","64.8","",
"덴마크","- 부정적인 건강 인식[%]","%","7.4","7.6","7.6","7.9","7.5","8.3","7.5","7.7","8","",
"덴마크","- 자살, 알코올, 약물로 인한 사망[명]","명","14.68523","13.20448","16.34923","15.94916","15.90282","16.37472","15.83834","","","",
"덴마크","- 자가보고 우울증[%]","%","6.3","","","","","8.4","","","","",
"덴마크","- 학생 독서 기술[점수]","점수","","499.81458","","","501.12993","","","","488.8","",
"덴마크","- 낮은 독서 기술을 가진 학생[%]","%","","","","","8.14233","","","","10.25096","",
"덴마크","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.62511","","","","1.64626","",
"덴마크","- 학생 수학 기술[점수]","점수","","511.08763","","","509.39837","","","","489.27","",
"덴마크","- 낮은 수학 기술을 가진 학생[%]","%","","","","","8.14233","","","","10.25096","",
"덴마크","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.53061","","","","1.55512","",
"덴마크","- 학생 과학 기술[점수]","점수","","501.93689","","","492.63703","","","","493.82","",
"덴마크","- 낮은 과학 기술을 가진 학생[%]","%","","","","","8.14233","","","","10.25096","",
"덴마크","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.63638","","","","1.66507","",
"덴마크","- 사회적 지원[%]","%","95.68324","95.68324","95.68324","95.60085","95.60085","95.60085","94.61491","94.61491","94.29879","94.29879",
